"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","Gate time (ns)","Operational"
"103","242.16826492474806","65.79832482006411","0","0","0.02290000000000003","0.02300000000000002","0.0228","1560","0.0001409192045194647","0","0.0001409192045194647","0.0001409192045194647","103_93:0.0017864655835815313;103_102:0.0027751305947736893;103_104:0.0022670634713547744","103_93:68;103_102:68;103_104:68","true"
"104","104.9792738955471","136.26847682786723","0","0","0.01859999999999995","0.03280000000000005","0.0044","1560","0.00025401982146846375","0","0.00025401982146846375","0.00025401982146846375","104_103:0.0022670634713547744;104_105:0.004314402593627753","104_103:68;104_105:104","true"
"105","156.50444826946207","120.99226610688784","0","0","0.029900000000000038","0.0324","0.02739999999999998","1560","0.00025398085321117836","0","0.00025398085321117836","0.00025398085321117836","105_112:0.0018854742032090865;105_106:0.005049076464786195;105_104:0.004314402593627753","105_112:68;105_106:68;105_104:104","true"
"106","110.98595970950167","129.09553944755032","0","0","0.019600000000000062","0.038000000000000034","0.0012","1560","0.0009586514975879832","0","0.0009586514975879832","0.0009586514975879832","106_107:0.004821980255790281;106_105:0.005049076464786195","106_107:68;106_105:68","true"
"107","206.52361991604172","211.2349050575454","0","0","0.032299999999999995","0.03979999999999995","0.0248","1560","0.0003974685333873918","0","0.0003974685333873918","0.0003974685333873918","107_94:0.0026452227099108827;107_106:0.004821980255790281;107_108:0.006335112920334035","107_94:104;107_106:68;107_108:68","true"
"108","100.64095385171458","131.49686216544305","0","0","0.04069999999999996","0.0326","0.048799999999999955","1560","0.0002610247043289703","0","0.0002610247043289703","0.0002610247043289703","108_107:0.006335112920334035;108_109:0.003468003918562418","108_107:68;108_109:68","true"
"109","188.60318818502958","192.08785545943147","0","0","0.03610000000000002","0.030200000000000005","0.042","1560","0.0005486088948802555","0","0.0005486088948802555","0.0005486088948802555","109_113:0.0028991555010658976;109_108:0.003468003918562418","109_113:68;109_108:68","true"
"110","284.7720097940966","162.54735614294364","0","0","0.005800000000000027","0.0050000000000000044","0.0066","1560","0.0002605975145732749","0","0.0002605975145732749","0.0002605975145732749","110_116:0.002145455426719456;110_97:0.0023202168430826453","110_116:80;110_97:88","true"
"111","196.47851906138268","93.80908968666034","0","0","0.009800000000000031","0.00539999999999996","0.0142","1560","0.00024225896628042","0","0.00024225896628042","0.00024225896628042","111_120:0.002838641264614278;111_101:0.0021775970184269855","111_120:128;111_101:108","true"
"112","308.02741571141075","259.57572423130233","0","0","0.03949999999999998","0.06599999999999995","0.013","1560","0.0002589354501243616","0","0.0002589354501243616","0.0002589354501243616","112_124:0.0017727631095168783;112_105:0.0018854742032090865","112_124:68;112_105:68","true"
"113","217.06833214248698","177.00502952369388","0","0","0.02760000000000007","0.0284","0.026800000000000046","1560","0.0012879233144905548","0","0.0012879233144905548","0.0012879233144905548","113_128:0.0019916674192148875;113_109:0.0028991555010658976","113_128:68;113_109:68","true"
"114","128.49718070922304","169.5916111665311","0","0","0.03059999999999996","0.0134","0.047799999999999954","1560","0.00028142842592369466","0","0.00028142842592369466","0.00028142842592369466","114_129:0.005579912674449544;114_115:0.0026614080297066856","114_129:68;114_115:104","true"
"115","76.14948040759238","100.97123364160505","0","0","0.08489999999999998","0.1018","0.06799999999999995","1560","0.0007817284514983872","0","0.0007817284514983872","0.0007817284514983872","115_116:0.0038831969818102496;115_114:0.0026614080297066856","115_116:136;115_114:104","true"
"116","164.0184234553676","122.69492436768678","0","0","0.036699999999999955","0.0358","0.03759999999999997","1560","0.00018464386449631605","0","0.00018464386449631605","0.00018464386449631605","116_110:0.002145455426719456;116_117:0.0028741240155736036;116_115:0.0038831969818102496","116_110:80;116_117:68;116_115:136","true"
"117","49.30887565572178","20.62304057743844","0","0","0.007299999999999973","0.013399999999999967","0.0012","1560","0.0005671218502774554","0","0.0005671218502774554","0.0005671218502774554","117_116:0.0028741240155736036;117_118:0.004076808932712006","117_116:68;117_118:68","true"
"118","237.31132424363386","235.25879976837317","0","0","0.052999999999999936","0.0376","0.06840000000000002","1560","0.00044994548547833867","0","0.00044994548547833867","0.00044994548547833867","118_130:0.0022043081930787634;118_117:0.004076808932712006;118_119:0.004305448276515855","118_130:68;118_117:68;118_119:68","true"
"119","164.7563332805445","115.8638468747274","0","0","0.012599999999999945","0.0096","0.015599999999999947","1560","0.0003246453431050755","0","0.0003246453431050755","0.0003246453431050755","119_120:0.0021300782827519404;119_118:0.004305448276515855","119_120:68;119_118:68","true"
"120","161.8350474637679","136.49021793422915","0","0","0.02180000000000004","0.025599999999999956","0.018","1560","0.0002853791078218203","0","0.0002853791078218203","0.0002853791078218203","120_111:0.002838641264614278;120_121:0.0021187697835811647;120_119:0.0021300782827519404","120_111:128;120_121:80;120_119:68","true"
"121","196.90792970828795","127.34065115367403","0","0","0.08499999999999996","0.0864","0.08360000000000001","1560","0.0001836987210026488","0","0.0001836987210026488","0.0001836987210026488","121_120:0.0021187697835811647;121_122:0.002118480649600768","121_120:80;121_122:68","true"
"122","182.6201583360691","55.04765944920086","0","0","0.04580000000000006","0.04920000000000002","0.0424","1560","0.00039573451300194877","0","0.00039573451300194877","0.00039573451300194877","122_131:0.006870829459578648;122_121:0.002118480649600768;122_123:0.011833075916370395","122_131:68;122_121:68;122_123:68","true"
"123","35.568694583950176","10.582948873669478","0","0","0.04689999999999994","0.07099999999999995","0.0228","1560","0.0025893421614578914","0","0.0025893421614578914","0.0025893421614578914","123_124:0.014767066727611106;123_122:0.011833075916370395","123_124:68;123_122:68","true"
"124","199.2199532432564","60.56759286087295","0","0","0.15359999999999996","0.16820000000000002","0.139","1560","0.00023920329587738746","0","0.00023920329587738746","0.00023920329587738746","124_112:0.0017727631095168783;124_125:0.004770269667496163;124_123:0.014767066727611106","124_112:68;124_125:108;124_123:68","true"
"125","88.12605636219187","39.808686410307004","0","0","0.006599999999999939","0.0108","0.0023999999999999577","1560","0.0004507206380642149","0","0.0004507206380642149","0.0004507206380642149","125_124:0.004770269667496163;125_126:0.004438724688851398","125_124:108;125_126:68","true"
"126","151.7169284629629","78.36112506199714","0","0","0.11599999999999999","0.1292","0.1028","1560","0.00032568088380134424","0","0.00032568088380134424","0.00032568088380134424","126_132:0.0038983322871030957;126_125:0.004438724688851398;126_127:0.004218343164355376","126_132:68;126_125:68;126_127:68","true"
"127","181.78667799342773","42.057509656699885","0","0","0.03849999999999998","0.0334","0.04359999999999997","1560","0.0004424072639173006","0","0.0004424072639173006","0.0004424072639173006","127_128:0.004685980795326061;127_126:0.004218343164355376","127_128:68;127_126:68","true"
"128","363.0608580372335","78.77896974759287","0","0","0.19820000000000004","0.20440000000000003","0.192","1560","0.0001315797792914308","0","0.0001315797792914308","0.0001315797792914308","128_113:0.0019916674192148875;128_127:0.004685980795326061","128_113:68;128_127:68","true"
"129","249.94004950366934","126.15436161063231","0","0","0.024499999999999966","0.0252","0.023800000000000043","1560","0.0037349294586799414","0","0.0037349294586799414","0.0037349294586799414","129_114:0.005579912674449544","129_114:68","true"
"130","108.97576962085886","241.93030183060577","0","0","0.013499999999999956","0.013599999999999945","0.0134","1560","0.0003301066987976548","0","0.0003301066987976548","0.0003301066987976548","130_118:0.0022043081930787634","130_118:68","true"
"131","245.69422668895555","9.389183243127531","0","0","0.008599999999999941","0.007","0.010199999999999987","1560","0.001619109838707381","0","0.001619109838707381","0.001619109838707381","131_122:0.006870829459578648","131_122:68","true"
"132","288.7877220610854","79.41044074532498","0","0","0.09589999999999999","0.119","0.07279999999999998","1560","0.00018254478866008145","0","0.00018254478866008145","0.00018254478866008145","132_126:0.0038983322871030957","132_126:68","true"
