trial,width,depth,sdrp,time,fidelity
1,25,1,0.875,5.6449999874530477e-05,1.0
1,25,1,0.8625,5.8368999816593714e-05,1.0
1,25,1,0.8500000000000001,5.701499981114466e-05,1.0
1,25,1,0.8375,5.154599989509734e-05,1.0
1,25,1,0.8250000000000001,5.562599994846096e-05,1.0
1,25,1,0.8125,5.540500001188775e-05,1.0
1,25,1,0.8,5.231599993749114e-05,1.0
1,25,1,0.7875000000000001,5.73070001337328e-05,1.0
1,25,1,0.775,5.775399995400221e-05,1.0
1,25,1,0.7625000000000001,5.258800001683994e-05,1.0
1,25,1,0.75,5.974099985905923e-05,1.0
1,25,1,0.7375,5.5878000011944096e-05,1.0
1,25,1,0.7250000000000001,5.31610000962246e-05,1.0
1,25,1,0.7125,5.902900011278689e-05,1.0
1,25,1,0.7000000000000001,5.5193999969560537e-05,1.0
1,25,1,0.6875,5.842600012329058e-05,1.0
1,25,1,0.675,5.347100000108185e-05,1.0
1,25,1,0.6625000000000001,5.341399992175866e-05,1.0
1,25,1,0.65,6.222599995453493e-05,1.0
1,25,1,0.6375000000000001,5.7928000160245574e-05,1.0
1,25,1,0.625,5.171399993741943e-05,1.0
1,25,1,0.6125,5.3108999964024406e-05,1.0
1,25,1,0.6000000000000001,5.114400005368225e-05,1.0
1,25,1,0.5875,5.3442999842445715e-05,1.0
1,25,1,0.5750000000000001,5.588899989561469e-05,1.0
1,25,1,0.5625,5.593699984274281e-05,1.0
1,25,1,0.55,5.1272000064273016e-05,1.0
1,25,1,0.5375,5.635600018649711e-05,1.0
1,25,1,0.525,5.400300005931058e-05,1.0
1,25,1,0.5125000000000001,4.9720000106390216e-05,1.0
1,25,1,0.5,5.976399984319869e-05,1.0
1,25,1,0.48750000000000004,5.1419000101304846e-05,1.0
1,25,1,0.47500000000000003,5.552199991143425e-05,1.0
1,25,1,0.4625,5.315099997460493e-05,1.0
1,25,1,0.45,7.206899999800953e-05,1.0
1,25,1,0.4375,5.723100002796855e-05,1.0
1,25,1,0.42500000000000004,5.299199983710423e-05,1.0
1,25,1,0.41250000000000003,5.1754999958575354e-05,1.0
1,25,1,0.4,4.942300006405276e-05,1.0
1,25,1,0.3875,5.906799992771994e-05,1.0
1,25,1,0.375,5.6856000128391315e-05,1.0
1,25,1,0.36250000000000004,5.746900001213362e-05,1.0
1,25,1,0.35000000000000003,6.974600000830833e-05,1.0
1,25,1,0.3375,5.2530999937516754e-05,1.0
1,25,1,0.325,5.2425999911065446e-05,1.0
1,25,1,0.3125,5.989999999655993e-05,1.0
1,25,1,0.30000000000000004,5.380099992180476e-05,1.0
1,25,1,0.28750000000000003,5.943800010754785e-05,1.0
1,25,1,0.275,5.581899995377171e-05,1.0
1,25,1,0.2625,5.61059998744895e-05,1.0
1,25,1,0.25,6.244600012905721e-05,1.0
1,25,1,0.23750000000000002,5.8886000033453456e-05,1.0
1,25,1,0.225,5.807000002278073e-05,1.0
1,25,1,0.21250000000000002,5.713099994864024e-05,1.0
1,25,1,0.2,8.218099992518546e-05,1.0
1,25,1,0.1875,5.55999999960477e-05,1.0
1,25,1,0.17500000000000002,5.596200003310514e-05,1.0
1,25,1,0.1625,5.447699982141785e-05,1.0
1,25,1,0.15000000000000002,5.473500004882226e-05,1.0
1,25,1,0.1375,5.346700004338345e-05,1.0
1,25,1,0.125,5.7484000080876285e-05,1.0
1,25,1,0.1125,5.418799992185086e-05,1.0
1,25,1,0.1,5.899600000702776e-05,1.0
1,25,1,0.08750000000000001,5.738899994867097e-05,1.0
1,25,1,0.07500000000000001,5.952900005468109e-05,1.0
1,25,1,0.0625,5.063000003246998e-05,1.0
1,25,1,0.05,6.239100002858322e-05,1.0
1,25,1,0.037500000000000006,4.9278000005870126e-05,1.0
1,25,1,0.025,5.80429998535692e-05,1.0
1,25,1,0.0125,5.304599994815362e-05,1.0
1,25,1,0.0,5.844900010743004e-05,1.0
2,25,1,1.0,5.442499991659133e-05,1.0
2,25,1,0.9875,6.204900000739144e-05,1.0
2,25,1,0.9750000000000001,6.878599992887757e-05,1.0
2,25,1,0.9625,5.416900012278347e-05,1.0
2,25,1,0.9500000000000001,5.410599987953901e-05,1.0
2,25,1,0.9375,6.010099991726747e-05,1.0
2,25,1,0.925,5.501999999069085e-05,1.0
2,25,1,0.9125000000000001,5.812600011267932e-05,1.0
2,25,1,0.9,5.035399999542278e-05,1.0
2,25,1,0.8875000000000001,5.739600010201684e-05,1.0
2,25,1,0.875,5.639899995912856e-05,1.0
2,25,1,0.8625,5.524700009118533e-05,1.0
2,25,1,0.8500000000000001,5.274700015434064e-05,1.0
2,25,1,0.8375,5.254000006971182e-05,1.0
2,25,1,0.8250000000000001,5.770799998572329e-05,1.0
2,25,1,0.8125,5.873400004929863e-05,1.0
2,25,1,0.8,5.179599997973128e-05,1.0
2,25,1,0.7875000000000001,5.758900010732759e-05,1.0
2,25,1,0.775,6.232400005501404e-05,1.0
2,25,1,0.7625000000000001,5.6949000054373755e-05,1.0
2,25,1,0.75,5.152800008545455e-05,1.0
2,25,1,0.7375,5.208800007494574e-05,1.0
2,25,1,0.7250000000000001,6.199000017659273e-05,1.0
2,25,1,0.7125,9.357100020679354e-05,1.0
2,25,1,0.7000000000000001,5.5071999895517365e-05,1.0
2,25,1,0.6875,5.993399986436998e-05,1.0
2,25,1,0.675,5.6570000197098125e-05,1.0
2,25,1,0.6625000000000001,5.782299990642059e-05,1.0
2,25,1,0.65,6.527599998662481e-05,1.0
2,25,1,0.6375000000000001,5.591700005425082e-05,1.0
2,25,1,0.625,5.844900010743004e-05,1.0
2,25,1,0.6125,5.6496999832233996e-05,1.0
2,25,1,0.6000000000000001,5.7071000128416927e-05,1.0
2,25,1,0.5875,6.387599978552316e-05,1.0
2,25,1,0.5750000000000001,5.105099990032613e-05,1.0
2,25,1,0.5625,5.610700009128777e-05,1.0
2,25,1,0.55,5.3383000022222404e-05,1.0
2,25,1,0.5375,5.6369000049016904e-05,1.0
2,25,1,0.525,5.8305000038672006e-05,1.0
2,25,1,0.5125000000000001,5.546699981096026e-05,1.0
2,25,1,0.5,5.470399992191233e-05,1.0
2,25,1,0.48750000000000004,5.103800003780634e-05,1.0
2,25,1,0.47500000000000003,5.137199991622765e-05,1.0
2,25,1,0.4625,5.729999998038693e-05,1.0
2,25,1,0.45,7.66190000831557e-05,1.0
2,25,1,0.4375,4.96269999530341e-05,1.0
2,25,1,0.42500000000000004,5.937299988545419e-05,1.0
2,25,1,0.41250000000000003,5.982200013932015e-05,1.0
2,25,1,0.4,5.853099992236821e-05,1.0
2,25,1,0.3875,6.341500011330936e-05,1.0
2,25,1,0.375,5.679600008079433e-05,1.0
2,25,1,0.36250000000000004,6.109599985393288e-05,1.0
2,25,1,0.35000000000000003,6.15249998645595e-05,1.0
2,25,1,0.3375,5.8568999975250335e-05,1.0
2,25,1,0.325,5.407200001172896e-05,1.0
2,25,1,0.3125,6.20719999915309e-05,1.0
2,25,1,0.30000000000000004,5.589700003838516e-05,1.0
2,25,1,0.28750000000000003,5.706199999622186e-05,1.0
2,25,1,0.275,6.083799985390215e-05,1.0
2,25,1,0.2625,5.695899994861975e-05,1.0
2,25,1,0.25,5.841099982717424e-05,1.0
2,25,1,0.23750000000000002,5.844800011800544e-05,1.0
2,25,1,0.225,6.088999998610234e-05,1.0
2,25,1,0.21250000000000002,5.823299989060615e-05,1.0
2,25,1,0.2,5.4202999990593526e-05,1.0
2,25,1,0.1875,5.5252000038308324e-05,1.0
2,25,1,0.17500000000000002,5.202900001677335e-05,1.0
2,25,1,0.1625,5.3141000080358936e-05,1.0
2,25,1,0.15000000000000002,5.919499994888611e-05,1.0
2,25,1,0.1375,5.363800005397934e-05,1.0
2,25,1,0.125,5.027600013818301e-05,1.0
2,25,1,0.1125,5.19910001912649e-05,1.0
2,25,1,0.1,5.496100015989214e-05,1.0
2,25,1,0.08750000000000001,6.314000006568676e-05,1.0
2,25,1,0.07500000000000001,5.720200010728149e-05,1.0
2,25,1,0.0625,6.678900012957456e-05,1.0
2,25,1,0.05,6.2454000044454e-05,1.0
2,25,1,0.037500000000000006,5.9161000081076054e-05,1.0
2,25,1,0.025,5.8226999954058556e-05,1.0
2,25,1,0.0125,5.811899995933345e-05,1.0
2,25,1,0.0,6.151000002319051e-05,1.0
3,25,1,1.0,0.0005017920000227605,0.9886636728664704
3,25,1,0.9875,0.0005317179998201027,0.9886636728664704
3,25,1,0.9750000000000001,0.0005200549999244686,0.988663732716184
3,25,1,0.9625,0.0004952310000589932,0.988663732716184
3,25,1,0.9500000000000001,0.0005444359999273729,0.988663732716184
3,25,1,0.9375,0.0005915240001286293,0.988663732716184
3,25,1,0.925,0.0005205929999192449,0.988663732716184
3,25,1,0.9125000000000001,0.0005164700000932498,0.9886636728664704
3,25,1,0.9,0.0005029569999805972,0.9886636728664704
3,25,1,0.8875000000000001,0.0004974860000857007,0.988663732716184
3,25,1,0.875,0.0005330609999418812,0.988663732716184
3,25,1,0.8625,0.0005100749999655818,0.9886636728664704
3,25,1,0.8500000000000001,0.0005215250000674132,0.988663732716184
3,25,1,0.8375,0.0005333940000582515,0.988663732716184
3,25,1,0.8250000000000001,0.0005190850001781655,0.988663732716184
3,25,1,0.8125,0.0005029779999858874,0.988663732716184
3,25,1,0.8,0.0005621809998501703,0.988663732716184
3,25,1,0.7875000000000001,0.0005150350000349135,0.9886636728664704
3,25,1,0.775,0.00047934300005181285,0.988663732716184
3,25,1,0.7625000000000001,0.0005233120000411873,0.988663732716184
3,25,1,0.75,0.0005149899998286855,0.988663732716184
3,25,1,0.7375,0.000515360999997938,0.9886636728664704
3,25,1,0.7250000000000001,0.0005130170000029466,0.988663732716184
3,25,1,0.7125,0.0006345589999909862,0.9886636728664704
3,25,1,0.7000000000000001,0.0005534079998597008,0.9886636728664704
3,25,1,0.6875,0.0005152060000455094,0.988663732716184
3,25,1,0.675,0.0004922519999581709,0.9886636728664704
3,25,1,0.6625000000000001,0.0005105840000396711,0.988663732716184
3,25,1,0.65,0.0005074959999546991,0.988663732716184
3,25,1,0.6375000000000001,0.0005105319999074709,0.988663732716184
3,25,1,0.625,0.0005117129999234749,0.988663732716184
3,25,1,0.6125,0.000510355999949752,0.988663732716184
3,25,1,0.6000000000000001,0.0005481170001075952,0.9886637925659013
3,25,1,0.5875,0.0005147780000243074,0.988663732716184
3,25,1,0.5750000000000001,0.0005086020000817371,0.988663732716184
3,25,1,0.5625,0.0005391329998474248,0.9886636728664704
3,25,1,0.55,0.0005119229999763775,0.9886636728664704
3,25,1,0.5375,0.0005016149998482433,0.9886636728664704
3,25,1,0.525,0.0005092489998332894,0.9886636139375252
3,25,1,0.5125000000000001,0.0005105420000290906,0.988663732716184
3,25,1,0.5,0.0005658850000145321,0.988663732716184
3,25,1,0.48750000000000004,0.0005209109999668726,0.988663732716184
3,25,1,0.47500000000000003,0.0005623330000616988,0.988663732716184
3,25,1,0.4625,0.0005039909999595693,0.988663732716184
3,25,1,0.45,0.0005718429999888031,0.9886636728664704
3,25,1,0.4375,0.0005047509998803434,0.988663732716184
3,25,1,0.42500000000000004,0.0005515450000075361,0.9886636728664704
3,25,1,0.41250000000000003,0.0005228980000993033,0.988663732716184
3,25,1,0.4,0.0005058049998751812,0.9886636728664704
3,25,1,0.3875,0.0005078009999124333,0.9886636728664704
3,25,1,0.375,0.0005866659998901014,0.988663732716184
3,25,1,0.36250000000000004,0.0005218019998665113,0.9886636728664704
3,25,1,0.35000000000000003,0.0005597290000878274,0.9886636728664704
3,25,1,0.3375,0.0005087800000183051,0.988663732716184
3,25,1,0.325,0.0005350680000901775,0.988663732716184
3,25,1,0.3125,0.0005099739998968289,0.9886637925659013
3,25,1,0.30000000000000004,0.000538771000037741,0.988663732716184
3,25,1,0.28750000000000003,0.0005128699999659148,0.988663732716184
3,25,1,0.275,0.0005018899998958659,0.988663732716184
3,25,1,0.2625,0.0005088309999337071,0.9886636728664704
3,25,1,0.25,0.0005137139999078499,0.988663732716184
3,25,1,0.23750000000000002,0.0005178050000722578,0.988663732716184
3,25,1,0.225,0.0005161340000086057,0.9886636139375252
3,25,1,0.21250000000000002,0.0005318809999153018,0.988663732716184
3,25,1,0.2,0.0005579490000400256,0.988663732716184
3,25,1,0.1875,0.0006231579998257075,0.9886636728664704
3,25,1,0.17500000000000002,0.0005282390000047599,0.988663732716184
3,25,1,0.1625,0.0005402030001278035,0.9886636728664704
3,25,1,0.15000000000000002,0.000515685999971538,0.9886636728664704
3,25,1,0.1375,0.0005162620000191964,0.988663732716184
3,25,1,0.125,0.0005168499999399501,0.988663732716184
3,25,1,0.1125,0.0005118479998600378,0.988663732716184
3,25,1,0.1,0.0005105440000079398,0.988663732716184
3,25,1,0.08750000000000001,0.0005104140000184998,0.9886637925659013
3,25,1,0.07500000000000001,0.0005229910000252858,0.988663732716184
3,25,1,0.0625,0.0005113140000503336,0.988663732716184
3,25,1,0.05,0.0005152440000983916,0.988663732716184
3,25,1,0.037500000000000006,0.0005109639998863713,0.988663732716184
3,25,1,0.025,0.0005411869999534247,0.9886636728664704
3,25,1,0.0125,0.0004982030000064697,1.0
3,25,1,0.0,0.000498173000096358,1.0
4,25,1,1.0,6.19530001131352e-05,1.0
4,25,1,0.9875,5.709499987460731e-05,1.0
4,25,1,0.9750000000000001,5.838900005983305e-05,1.0
4,25,1,0.9625,5.955100004939595e-05,1.0
4,25,1,0.9500000000000001,6.217800000740681e-05,1.0
4,25,1,0.9375,5.6768999911582796e-05,1.0
4,25,1,0.925,5.960599992249627e-05,1.0
4,25,1,0.9125000000000001,5.547699993257993e-05,1.0
4,25,1,0.9,5.640299991682696e-05,1.0
4,25,1,0.8875000000000001,6.060000009711075e-05,1.0
4,25,1,0.875,5.6715999789958005e-05,1.0
4,25,1,0.8625,5.6803000006766524e-05,1.0
4,25,1,0.8500000000000001,5.154799987394654e-05,1.0
4,25,1,0.8375,5.917899989071884e-05,1.0
4,25,1,0.8250000000000001,5.704899990632839e-05,1.0
4,25,1,0.8125,6.410399987544224e-05,1.0
4,25,1,0.8,6.268800007092068e-05,1.0
4,25,1,0.7875000000000001,5.951299999651383e-05,1.0
4,25,1,0.775,6.332600014502532e-05,1.0
4,25,1,0.7625000000000001,5.5971999927351135e-05,1.0
4,25,1,0.75,5.919499994888611e-05,1.0
4,25,1,0.7375,6.150399985926924e-05,1.0
4,25,1,0.7250000000000001,6.0812000128862564e-05,1.0
4,25,1,0.7125,9.310600012213399e-05,1.0
4,25,1,0.7000000000000001,5.113700012771005e-05,1.0
4,25,1,0.6875,6.237200000214216e-05,1.0
4,25,1,0.675,5.698099994333461e-05,1.0
4,25,1,0.6625000000000001,6.185400002323149e-05,1.0
4,25,1,0.65,6.356200015034119e-05,1.0
4,25,1,0.6375000000000001,5.607199977930577e-05,1.0
4,25,1,0.625,5.646599993269774e-05,1.0
4,25,1,0.6125,7.202599999800441e-05,1.0
4,25,1,0.6000000000000001,5.4081999905974953e-05,1.0
4,25,1,0.5875,6.817700000283367e-05,1.0
4,25,1,0.5750000000000001,5.800200005978695e-05,1.0
4,25,1,0.5625,5.778500008091214e-05,1.0
4,25,1,0.55,5.786799988527491e-05,1.0
4,25,1,0.5375,5.484999996951956e-05,1.0
4,25,1,0.525,5.491899992193794e-05,1.0
4,25,1,0.5125000000000001,5.086500004836125e-05,1.0
4,25,1,0.5,5.8966000096916105e-05,1.0
4,25,1,0.48750000000000004,5.475600005411252e-05,1.0
4,25,1,0.47500000000000003,5.510699998012569e-05,1.0
4,25,1,0.4625,5.247200010671804e-05,1.0
4,25,1,0.45,6.213599999682629e-05,1.0
4,25,1,0.4375,6.152600008135778e-05,1.0
4,25,1,0.42500000000000004,5.360699992706941e-05,1.0
4,25,1,0.41250000000000003,5.206700006965548e-05,1.0
4,25,1,0.4,5.738599998039717e-05,1.0
4,25,1,0.3875,5.710499999622698e-05,1.0
4,25,1,0.375,5.347199999050645e-05,1.0
4,25,1,0.36250000000000004,5.113100019116246e-05,1.0
4,25,1,0.35000000000000003,6.125899994913198e-05,1.0
4,25,1,0.3375,5.649900003845687e-05,1.0
4,25,1,0.325,6.531000008180854e-05,1.0
4,25,1,0.3125,5.826999995406368e-05,1.0
4,25,1,0.30000000000000004,5.7235999975091545e-05,1.0
4,25,1,0.28750000000000003,6.076599993320997e-05,1.0
4,25,1,0.275,6.490600003417057e-05,1.0
4,25,1,0.2625,7.00320001669752e-05,1.0
4,25,1,0.25,6.020499995429418e-05,1.0
4,25,1,0.23750000000000002,5.485099995894416e-05,1.0
4,25,1,0.225,5.775899990112521e-05,1.0
4,25,1,0.21250000000000002,6.504499992843193e-05,1.0
4,25,1,0.2,6.0790000134147704e-05,1.0
4,25,1,0.1875,6.031900011294056e-05,1.0
4,25,1,0.17500000000000002,6.220799991751846e-05,1.0
4,25,1,0.1625,5.9160000091651455e-05,1.0
4,25,1,0.15000000000000002,6.06349999543454e-05,1.0
4,25,1,0.1375,6.127500000729924e-05,1.0
4,25,1,0.125,5.4135000027599744e-05,1.0
4,25,1,0.1125,9.068000008483068e-05,1.0
4,25,1,0.1,8.050899987210869e-05,1.0
4,25,1,0.08750000000000001,5.612699987977976e-05,1.0
4,25,1,0.07500000000000001,5.623900005957694e-05,1.0
4,25,1,0.0625,6.262900001274829e-05,1.0
4,25,1,0.05,6.215299981704447e-05,1.0
4,25,1,0.037500000000000006,5.90939998801332e-05,1.0
4,25,1,0.025,6.059199995434028e-05,1.0
4,25,1,0.0125,5.602999999609892e-05,1.0
4,25,1,0.0,6.693799991808191e-05,1.0
5,25,1,1.0,0.0005152989999714919,0.9988471866015768
5,25,1,0.9875,0.0004957430001013563,0.9988473057897285
5,25,1,0.9750000000000001,0.0005545960000290506,0.9988472461375103
5,25,1,0.9625,0.0005004500001177803,0.9988471269493657
5,25,1,0.9500000000000001,0.0004996210000172141,0.9988473057897285
5,25,1,0.9375,0.0005245070001365093,0.9988470674134393
5,25,1,0.925,0.0005641279999508697,0.9988472461375103
5,25,1,0.9125000000000001,0.0005202269999244891,0.9988471269493657
5,25,1,0.9,0.0005638290001570567,0.9988471866015768
5,25,1,0.8875000000000001,0.0005106480000449665,0.9988471866015768
5,25,1,0.875,0.0005105570000978332,0.9988471866015768
5,25,1,0.8625,0.0005059580000761343,0.9988471866015768
5,25,1,0.8500000000000001,0.0005164140000033512,0.9988471866015768
5,25,1,0.8375,0.0005289330001687631,0.9988473057897285
5,25,1,0.8250000000000001,0.000495080000064263,0.9988471269493657
5,25,1,0.8125,0.000520318000098996,0.9988471866015768
5,25,1,0.8,0.0004971810001279664,0.9988473057897285
5,25,1,0.7875000000000001,0.0005104360000132147,0.9988473057897285
5,25,1,0.775,0.0005757520000315708,0.9988473057897285
5,25,1,0.7625000000000001,0.0004989689998637914,0.9988472461375103
5,25,1,0.75,0.0005040649998591107,0.9988471269493657
5,25,1,0.7375,0.0005039790000864741,0.9988471866015768
5,25,1,0.7250000000000001,0.0005246850000730774,0.9988471866015768
5,25,1,0.7125,0.000517458000103943,0.9988471866015768
5,25,1,0.7000000000000001,0.0005169969999769819,0.9988471866015768
5,25,1,0.6875,0.0005015590002130921,0.9988471866015768
5,25,1,0.675,0.0005049459998645034,0.9988471866015768
5,25,1,0.6625000000000001,0.0005293579999943177,0.9988472461375103
5,25,1,0.65,0.00048312099988834234,0.9988471269493657
5,25,1,0.6375000000000001,0.0005110320000767388,0.9988471269493657
5,25,1,0.625,0.0005110080001031747,0.9988471866015768
5,25,1,0.6125,0.0005129099999976461,0.9988471866015768
5,25,1,0.6000000000000001,0.000517104999971707,0.9988471866015768
5,25,1,0.5875,0.0004896319999261323,0.9988472461375103
5,25,1,0.5750000000000001,0.0005179539998607652,0.9988471269493657
5,25,1,0.5625,0.0005159370000455965,0.9988471866015768
5,25,1,0.55,0.000560832000019218,0.9988471866015768
5,25,1,0.5375,0.0005582139999660285,0.9988471866015768
5,25,1,0.525,0.0005759070002113731,0.9988471866015768
5,25,1,0.5125000000000001,0.0005484260000230279,0.9988471866015768
5,25,1,0.5,0.0005529699999442528,0.9988471866015768
5,25,1,0.48750000000000004,0.0005138439998972899,0.9988472461375103
5,25,1,0.47500000000000003,0.0005082790000869863,0.9988472461375103
5,25,1,0.4625,0.0005038130000230012,0.9988473057897285
5,25,1,0.45,0.0005243610000889021,0.9988473057897285
5,25,1,0.4375,0.0005276069998672028,0.9988473057897285
5,25,1,0.42500000000000004,0.0005274059999464953,0.9988473057897285
5,25,1,0.41250000000000003,0.00054410600000665,0.9988471866015768
5,25,1,0.4,0.0005101440001453739,0.9988471269493657
5,25,1,0.3875,0.0005305439999574446,0.9988473057897285
5,25,1,0.375,0.0005480750000970147,0.9988471866015768
5,25,1,0.36250000000000004,0.0005126649998601351,0.9988472461375103
5,25,1,0.35000000000000003,0.000505903999965085,0.9988471866015768
5,25,1,0.3375,0.000516416999971625,0.9988473057897285
5,25,1,0.325,0.000502238000080979,0.9988473057897285
5,25,1,0.3125,0.0005189349999454862,0.9988471866015768
5,25,1,0.30000000000000004,0.0005638449999878503,0.9988471866015768
5,25,1,0.28750000000000003,0.0005006509998111142,0.9988471866015768
5,25,1,0.275,0.0005013689999486814,0.9988471269493657
5,25,1,0.2625,0.0006045489999451092,0.9988471269493657
5,25,1,0.25,0.0005116569998335763,0.9988473057897285
5,25,1,0.23750000000000002,0.0005112850001296465,0.9988471866015768
5,25,1,0.225,0.0005178009998871858,0.9988471866015768
5,25,1,0.21250000000000002,0.0005137109999395761,0.9988471866015768
5,25,1,0.2,0.0004994060000171885,0.9988473057897285
5,25,1,0.1875,0.0005148210000243125,0.9988471866015768
5,25,1,0.17500000000000002,0.0004918709998946724,0.9988471269493657
5,25,1,0.1625,0.000509439999859751,0.9988471866015768
5,25,1,0.15000000000000002,0.0005836720001752838,0.9988471269493657
5,25,1,0.1375,0.0005024229999435192,0.9988471269493657
5,25,1,0.125,0.0008138019998114032,0.9988471866015768
5,25,1,0.1125,0.0005556200003411504,0.9988471269493657
5,25,1,0.1,0.0005225700001574296,0.9988472461375103
5,25,1,0.08750000000000001,0.0005825029998050013,0.9988471866015768
5,25,1,0.07500000000000001,0.0005676709997715079,0.9988472461375103
